회사명,거래소코드,회계년도,감사의견코드
(주)주원,044228,2012/12,DS
(주)주원,044228,2013/12,DU
(주)주원,093113,2019/12,NA
(주)주원,093113,2020/12,UQ
(주)주원,106867,2021/12,NA
(주)주원,093113,2021/12,UQ
(주)주원,106867,2022/12,UQ
(주)주원텍,081394,2016/12,NA
(주)주원텍,081394,2017/12,QS
(주)주원텍,081394,2018/12,UQ
(주)주원파트너스,104332,2021/12,NA
(주)주원파트너스,104332,2022/12,UQ
(주)주은,064953,2012/12,UQ
(주)주은,064953,2013/12,UQ
(주)주은,064953,2014/12,UQ
(주)주은,064953,2015/12,UQ
(주)주은,064953,2016/12,UQ
(주)주은,064953,2017/12,UQ
(주)주은,064953,2018/12,UQ
(주)주은,064953,2019/12,UQ
(주)주은,064953,2020/12,UQ
(주)주은,064953,2021/12,UQ
(주)주은,064953,2022/12,UQ
(주)주은씨앤시,106470,2021/12,NA
(주)주은씨앤시,106470,2022/12,UQ
(주)주은인더스트리,089097,2018/12,NA
(주)주은인더스트리,089097,2019/12,QS
(주)주주콘크리트,092311,2018/12,NA
(주)주주콘크리트,092311,2019/12,QS
(주)주주콘크리트,092311,2020/12,UQ
(주)주주콘크리트,092311,2021/12,UQ
(주)주주콘크리트,092311,2022/12,UQ
(주)주피터인터내셔널,052960,2012/12,UQ
(주)주피터인터내셔널,052960,2013/12,UQ
(주)주피터인터내셔널,052960,2014/12,UQ
(주)주피터인터내셔널,052960,2015/12,UQ
(주)주피터인터내셔널,052960,2016/12,UQ
(주)주피터인터내셔널,052960,2017/12,UQ
(주)주피터인터내셔널,052960,2018/12,UQ
(주)주피터인터내셔널,052960,2019/12,UQ
(주)주피터인터내셔널,052960,2020/12,UQ
(주)주피터인터내셔널,052960,2021/12,UQ
(주)주피터인터내셔널,052960,2022/12,UQ
(주)주항테크,095882,2019/12,NA
(주)주항테크,095882,2020/12,QS
(주)주항테크,095882,2021/12,UQ
(주)주항테크,095882,2022/12,UQ
(주)죽암,059142,2012/12,UQ
(주)죽암,059142,2013/12,UQ
(주)죽암,059142,2014/12,UQ
(주)죽암,059142,2015/12,UQ
(주)죽암,059142,2016/12,UQ
(주)죽암,059142,2017/12,UQ
(주)죽암,059142,2018/12,UQ
(주)죽암,059142,2019/12,UQ
(주)죽암엠앤씨,069989,2013/12,NA
(주)죽암엠앤씨,069989,2014/12,UQ
(주)죽암엠앤씨,069989,2015/12,UQ
(주)죽암엠앤씨,069989,2016/12,UQ
(주)죽암엠앤씨,069989,2017/12,UQ
(주)죽암엠앤씨,069989,2018/12,UQ
(주)죽암엠앤씨,069989,2019/12,UQ
(주)죽암엠앤씨,069989,2020/12,UQ
(주)죽암엠앤씨,069989,2021/12,UQ
(주)죽암엠앤씨,069989,2022/12,UQ
(주)죽전,085748,2017/12,NA
(주)죽전,085748,2018/12,UQ
(주)죽전,085748,2019/12,UQ
(주)죽전,085748,2020/12,UQ
(주)죽전,085748,2021/12,UQ
(주)죽전,085748,2022/12,UQ
(주)죽전소모,066749,2012/12,NA
(주)죽전소모,066749,2013/12,UQ
(주)죽전소모,066749,2014/12,UQ
(주)죽전소모,066749,2015/12,UQ
(주)죽전소모,066749,2016/12,UQ
(주)죽전소모,066749,2017/12,UQ
(주)죽전소모,066749,2018/12,UQ
(주)죽전소모,066749,2019/12,UQ
(주)죽헌개발,064377,2012/12,UQ
(주)죽헌개발,064377,2013/12,UQ
(주)죽헌개발,064377,2014/12,UQ
(주)죽헌개발,064377,2015/12,UQ
(주)준건설,047434,2012/12,UQ
(주)준건설,047434,2013/12,UQ
(주)준건설,047434,2014/12,UQ
(주)준건설,047434,2015/12,UQ
(주)준건설,047434,2016/12,UQ
(주)준건설,047434,2017/12,UQ
(주)준건설,047434,2018/12,UQ
(주)준건설,047434,2019/12,UQ
(주)준건설,047434,2020/12,UQ
(주)준건설,047434,2021/12,UQ
(주)준건설,047434,2022/12,UQ
(주)준영,073011,2014/12,NA
(주)준영,073011,2015/12,UQ
(주)준영,073011,2016/12,UQ
(주)준영,073011,2017/12,UQ
(주)준영,073011,2018/12,UQ
(주)준영,073011,2019/12,UQ
(주)준영,073011,2020/12,UQ
(주)준영,073011,2021/12,UQ
(주)준영,073011,2022/12,UQ
(주)준영메디칼,101234,2020/12,NA
(주)준영메디칼,101234,2021/12,QS
(주)준영메디칼,101234,2022/12,UQ
(주)준오디포,071300,2013/12,NA
(주)준오디포,071300,2014/12,QS
(주)준오디포,071300,2015/12,UQ
(주)준오디포,071300,2016/12,UQ
(주)준오디포,071300,2017/12,UQ
(주)준오디포,071300,2018/12,UQ
(주)준오디포,071300,2019/12,UQ
(주)준오디포,071300,2020/12,UQ
(주)준오디포,071300,2021/12,UQ
(주)준오디포,071300,2022/12,UQ
(주)준오뷰티,071301,2013/12,NA
(주)준오뷰티,071301,2014/12,UQ
(주)준오뷰티,071301,2015/12,UQ
(주)준오뷰티,071301,2016/12,UQ
(주)준오뷰티,071301,2017/12,UQ
(주)준오뷰티,071301,2018/12,UQ
(주)준오뷰티,071301,2019/12,UQ
(주)준오뷰티,071301,2020/12,UQ
(주)준오뷰티,071301,2021/12,UQ
(주)준오뷰티,071301,2022/12,UQ
(주)준코,058775,2012/12,UQ
(주)준코,058775,2013/12,UQ
(주)준코,058775,2014/12,UQ
(주)준코,058775,2015/12,UQ
(주)준코,058775,2016/12,UQ
(주)준코,058775,2017/12,UQ
(주)준코,058775,2018/12,UQ
(주)준코,058775,2019/12,UQ
(주)준코,058775,2020/12,UQ
(주)준코,058775,2021/12,UQ
(주)준코,058775,2022/12,UQ
(주)준테크,078039,2015/12,NA
(주)준테크,078039,2016/12,UQ
(주)준테크,078039,2017/12,UQ
(주)준테크,078039,2018/12,UQ
(주)준테크,078039,2019/12,UQ
(주)준테크,078039,2020/12,UQ
(주)준테크,078039,2021/12,UQ
(주)준테크,078039,2022/12,UQ
(주)줌인포테크,081089,2016/12,NA
(주)줌인포테크,081089,2017/12,QS
(주)줌인포테크,081089,2018/12,UQ
(주)줌톤,062449,2012/12,DS
(주)중경,081188,2016/12,NA
(주)중경,081188,2017/12,UQ
(주)중경,081188,2018/12,NA
(주)중경,081188,2019/12,UQ
(주)중경,081188,2020/12,NA
(주)중경,081188,2021/12,UQ
(주)중경,081188,2022/12,UQ
(주)중경미드타운,074488,2014/12,NA
(주)중경미드타운,074488,2015/12,UQ
(주)중경미드타운,074488,2016/12,UQ
(주)중경미드타운,074488,2017/12,UQ
(주)중경미드타운,074488,2018/12,UQ
(주)중경미드타운,074488,2019/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2012/12,NA
(주)중국검험인증그룹코리아컴퍼니,067475,2013/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2014/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2015/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2016/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2017/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2018/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2019/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2020/12,UQ
(주)중국검험인증그룹코리아컴퍼니,067475,2021/12,UQ
(주)중동텍스타일,105992,2021/12,NA
(주)중동텍스타일,105992,2022/12,QS
(주)중동파크타운,056460,2012/12,UQ
(주)중림전기물류,059912,2015/12,QS
(주)중림전기물류,059912,2016/12,UQ
(주)중림전기물류,059912,2017/12,UQ
(주)중림전기물류,059912,2018/12,UQ
(주)중림전기물류,059912,2019/12,UQ
(주)중부고속,094449,2019/12,NA
(주)중부고속,094449,2020/12,UQ
(주)중부고속,094449,2021/12,UQ
(주)중부농축산물류센터,018921,2012/12,UQ
(주)중부농축산물류센터,018921,2013/12,UQ
(주)중부농축산물류센터,018921,2014/12,UQ
(주)중부농축산물류센터,018921,2015/12,UQ
(주)중부제일물류,041572,2012/12,DU
(주)중부화물터미널,039254,2012/12,UQ
(주)중부화물터미널,039254,2013/12,UQ
(주)중부화물터미널,039254,2014/12,UQ
(주)중부화물터미널,039254,2015/12,UQ
(주)중부화물터미널,039254,2016/12,UQ
(주)중부화물터미널,039254,2017/12,UQ
(주)중부화물터미널,039254,2018/12,UQ
(주)중부화물터미널,039254,2019/12,UQ
(주)중부화물터미널,039254,2020/12,UQ
(주)중부화물터미널,039254,2021/12,UQ
(주)중부화물터미널,039254,2022/12,UQ
(주)중산도시개발,047144,2012/12,QU
(주)중산도시개발,047144,2013/12,QU
(주)중산도시개발,047144,2014/12,QU
(주)중산도시개발,047144,2015/12,QU
(주)중산도시개발,047144,2016/12,QU
(주)중산도시개발,047144,2017/12,QU
(주)중산도시개발,047144,2018/12,QU
(주)중산도시개발,047144,2019/12,QU
(주)중산도시개발,047144,2020/12,QS
(주)중산도시개발,047144,2021/12,QU
(주)중산도시개발,047144,2022/12,QU
(주)중선아이티씨,085709,2017/12,NA
(주)중선아이티씨,085709,2018/12,QS
(주)중선아이티씨,085709,2019/12,UQ
(주)중선아이티씨,085709,2020/12,UQ
(주)중선아이티씨,085709,2021/12,UQ
(주)중선아이티씨,085709,2022/12,UQ
(주)중소기업유통센터,018925,2012/12,UQ
(주)중소기업유통센터,018925,2013/12,UQ
(주)중소기업유통센터,018925,2014/12,UQ
(주)중소기업유통센터,018925,2015/12,UQ
(주)중소기업유통센터,018925,2016/12,UQ
(주)중소기업유통센터,018925,2017/12,UQ
(주)중소기업유통센터,018925,2018/12,UQ
(주)중소기업유통센터,018925,2019/12,UQ
(주)중소기업유통센터,018925,2020/12,UQ
(주)중소기업유통센터,018925,2021/12,UQ
(주)중소기업유통센터,018925,2022/12,UQ
(주)중아트그룹,053249,2012/12,UQ
(주)중아트그룹,053249,2013/12,UQ
(주)중아트그룹,053249,2014/12,UQ
(주)중아트그룹,053249,2015/12,UQ
(주)중아트그룹,053249,2016/12,UQ
(주)중아트그룹,053249,2017/12,QS
(주)중아트그룹,053249,2018/12,QS
(주)중아트그룹,053249,2019/12,DS
(주)중앙CMI,046769,2012/12,UQ
(주)중앙CMI,046769,2013/12,UQ
(주)중앙CMI,046769,2014/12,UQ
(주)중앙CMI,046769,2015/12,UQ
(주)중앙CMI,046769,2016/12,UQ
(주)중앙CMI,046769,2017/12,UQ
(주)중앙CMI,046769,2018/12,UQ
(주)중앙CMI,046769,2019/12,UQ
(주)중앙CMI,046769,2020/12,UQ
(주)중앙CMI,046769,2021/12,UQ
(주)중앙CMI,046769,2022/12,UQ
(주)중앙R&D,069643,2013/12,NA
(주)중앙R&D,069643,2014/12,QS
(주)중앙R&D,069643,2021/12,NA
(주)중앙R&D,069643,2022/12,UQ
(주)중앙감정평가법인,045446,2012/12,UQ
(주)중앙감정평가법인,045446,2013/12,UQ
(주)중앙감정평가법인,045446,2014/12,UQ
(주)중앙감정평가법인,045446,2015/12,UQ
(주)중앙감정평가법인,045446,2016/12,UQ
(주)중앙감정평가법인,045446,2017/12,UQ
(주)중앙감정평가법인,045446,2018/12,UQ
(주)중앙감정평가법인,045446,2019/12,UQ
(주)중앙감정평가법인,045446,2020/12,UQ
(주)중앙감정평가법인,045446,2021/12,UQ
(주)중앙감정평가법인,045446,2022/12,UQ
(주)중앙건설,062803,2012/12,UQ
(주)중앙건설,062803,2013/12,AG
(주)중앙공사,094784,2019/12,NA
(주)중앙공사,094784,2020/12,UQ
(주)중앙공사,094784,2021/12,UQ
(주)중앙공사,094784,2022/12,UQ
(주)중앙공사씨스템,083963,2016/12,NA
(주)중앙공사씨스템,083963,2017/12,QS
(주)중앙공영,078565,2015/12,NA
(주)중앙공영,078565,2016/12,QS
(주)중앙공영,078565,2017/12,DU
(주)중앙교육,076950,2015/12,NA
(주)중앙교육,076950,2016/12,QS
(주)중앙교육,076950,2019/12,QS
(주)중앙금속,048819,2012/12,UQ
(주)중앙금속,048819,2013/12,UQ
(주)중앙금속,048819,2014/12,UQ
(주)중앙금속,048819,2015/12,UQ
(주)중앙금속,048819,2016/12,UQ
(주)중앙금속,048819,2017/12,UQ
(주)중앙금속,048819,2018/12,UQ
(주)중앙금속,048819,2019/12,UQ
(주)중앙금속,048819,2020/12,UQ
(주)중앙금속,048819,2021/12,UQ
(주)중앙금속,048819,2022/12,UQ
(주)중앙레포츠,041904,2012/12,UQ
(주)중앙레포츠,041904,2013/12,UQ
(주)중앙레포츠,041904,2014/12,UQ
(주)중앙레포츠,041904,2015/12,UQ
(주)중앙레포츠,041904,2016/12,UQ
(주)중앙레포츠,041904,2017/12,UQ
(주)중앙레포츠,041904,2018/12,UQ
(주)중앙레포츠,041904,2019/12,UQ
(주)중앙리빙샤시,045438,2012/12,UQ
(주)중앙리빙샤시,045438,2013/12,UQ
(주)중앙리빙샤시,045438,2014/12,UQ
(주)중앙리빙샤시,045438,2015/12,UQ
(주)중앙리빙샤시,045438,2016/12,UQ
(주)중앙바이오텍,057368,2018/12,NA
(주)중앙바이오텍,057368,2019/12,UQ
(주)중앙안전유리,056350,2012/12,UQ
(주)중앙안전유리,056350,2013/12,UQ
(주)중앙안전유리,056350,2014/12,UQ
(주)중앙안전유리,056350,2015/12,UQ
(주)중앙안전유리,056350,2016/12,UQ
(주)중앙안전유리,056350,2017/12,UQ
(주)중앙안전유리,056350,2018/12,UQ
(주)중앙안전유리,056350,2019/12,UQ
(주)중앙안전유리,056350,2020/12,UQ
(주)중앙안전유리,056350,2021/12,UQ
(주)중앙안전유리,056350,2022/12,UQ
(주)중앙에너지산업,091839,2018/12,NA
(주)중앙에너지산업,091839,2019/12,QS
(주)중앙에너지산업,091839,2020/12,UQ
(주)중앙에너지산업,091839,2021/12,UQ
(주)중앙에너지산업,091839,2022/12,UQ
(주)중앙자동차해체재활용업,088144,2017/12,NA
(주)중앙자동차해체재활용업,088144,2018/12,QS
(주)중앙자동차해체재활용업,088144,2019/12,UQ
(주)중앙정공,018945,2012/12,UQ
(주)중앙정공,018945,2013/12,DS
(주)중앙정공,018945,2014/12,DU
(주)중앙정공,018945,2020/12,NA
(주)중앙정공,018945,2021/12,UQ
(주)중앙카프링,105224,2021/12,NA
(주)중앙카프링,105224,2022/12,UQ
(주)중앙크레인,085240,2017/12,NA
(주)중앙크레인,085240,2018/12,UQ
(주)중앙크레인,085240,2019/12,UQ
(주)중앙타프라,018953,2012/12,UQ
(주)중앙타프라,018953,2013/12,UQ
(주)중앙타프라,018953,2014/12,UQ
(주)중앙타프라,018953,2015/12,UQ
(주)중앙타프라,018953,2016/12,UQ
(주)중앙타프라,018953,2017/12,UQ
(주)중앙타프라,018953,2018/12,UQ
(주)중앙타프라,018953,2019/12,UQ
(주)중앙타프라,018953,2020/12,UQ
(주)중앙타프라,018953,2021/12,UQ
(주)중앙타프라,018953,2022/12,UQ
(주)중앙티앤씨,056515,2012/12,DS
(주)중앙티앤씨,056515,2013/12,DS
(주)중앙플라텍,062032,2012/12,UQ
(주)중앙플라텍,062032,2013/12,DU
(주)중앙플라텍,062032,2014/12,UQ
(주)중앙플라텍,062032,2015/12,UQ
(주)중앙플라텍,062032,2016/12,UQ
(주)중앙플라텍,062032,2017/12,UQ
(주)중앙플라텍,062032,2018/12,UQ
(주)중앙플라텍,062032,2019/12,UQ
(주)중앙플라텍,062032,2020/12,UQ
(주)중앙플라텍,062032,2021/12,UQ
(주)중앙플라텍,062032,2022/12,UQ
(주)중앙하이프론,080507,2016/12,NA
(주)중앙하이프론,080507,2017/12,QS
(주)중앙하이프론,080507,2018/12,UQ
(주)중앙하이프론,080507,2019/12,UQ
(주)중외정보기술,049288,2014/12,UQ
(주)중원냉열,052311,2012/12,UQ
(주)중원냉열,052311,2013/12,UQ
(주)중원냉열,052311,2014/12,UQ
(주)중원냉열,052311,2015/12,UQ
(주)중원냉열,052311,2016/12,UQ
(주)중원냉열,052311,2017/12,UQ
(주)중원냉열,052311,2018/12,UQ
(주)중원냉열,052311,2019/12,UQ
(주)중원냉열,052311,2020/12,UQ
(주)중원냉열,052311,2021/12,UQ
(주)중원냉열,052311,2022/12,UQ
(주)중원산업,059719,2012/12,UQ
(주)중원산업,059719,2013/12,UQ
(주)중원산업,059719,2014/12,UQ
(주)중원산업,059719,2015/12,UQ
(주)중원산업,059719,2016/12,UQ
(주)중원산업,059719,2017/12,UQ
(주)중원산업,059719,2018/12,UQ
(주)중원산업,059719,2019/12,UQ
(주)중원산업,059719,2020/12,UQ
(주)중원산업,059719,2021/12,UQ
(주)중원산업,059719,2022/12,UQ
(주)중원인더스트리,094501,2019/12,NA
(주)중원인더스트리,094501,2020/12,QS
(주)중원종합건축사사무소,085906,2017/12,NA
(주)중원종합건축사사무소,085906,2018/12,UQ
(주)중원종합건축사사무소,085906,2019/12,UQ
(주)중인엔터프라이즈,063794,2012/12,UQ
(주)중인엔터프라이즈,063794,2013/12,UQ
(주)중인엔터프라이즈,063794,2014/12,UQ
(주)중인엔터프라이즈,063794,2015/12,UQ
(주)중인엔터프라이즈,063794,2016/12,UQ
(주)중인엔터프라이즈,063794,2017/12,UQ
(주)중인엔터프라이즈,063794,2018/12,UQ
(주)중일테크,083009,2016/12,NA
(주)중일테크,083009,2017/12,QS
(주)중일테크,083009,2018/12,UQ
(주)중일테크,083009,2019/12,UQ
(주)중일테크,083009,2020/12,UQ
(주)중일테크,083009,2021/12,UQ
(주)중일테크,083009,2022/12,UQ
(주)중헌메디텍,078074,2015/12,NA
(주)중헌메디텍,078074,2016/12,QS
(주)중헌메디텍,078074,2017/12,UQ
(주)중헌제약,075919,2015/12,NA
(주)중헌제약,075919,2016/12,UQ
(주)중헌제약,075919,2017/12,UQ
(주)중헌제약,075919,2018/12,UQ
(주)중헌제약,075919,2019/12,UQ
(주)중헌제약,075919,2020/12,UQ
(주)중헌제약,075919,2021/12,UQ
(주)중헌제약,075919,2022/12,UQ
(주)중현씨앤씨,077537,2015/12,NA
(주)중현씨앤씨,077537,2016/12,UQ
(주)중현씨앤씨,077537,2017/12,UQ
(주)중현씨앤씨,077537,2018/12,UQ
(주)중현씨앤씨,077537,2019/12,UQ
(주)중현씨앤씨,077537,2020/12,UQ
(주)중현씨앤씨,077537,2021/12,UQ
(주)중화정밀,076287,2015/12,NA
(주)중화정밀,076287,2016/12,QS
(주)중화정밀,076287,2017/12,UQ
(주)중화정밀,076287,2018/12,UQ
(주)중화정밀,076287,2019/12,UQ
(주)중화정밀,076287,2021/12,NA
(주)중화정밀,076287,2022/12,QS
(주)중흥개발,061846,2012/12,NA
(주)중흥개발,061846,2013/12,UQ
(주)중흥개발,061846,2014/12,UQ
(주)중흥개발,061846,2015/12,UQ
(주)중흥개발,061846,2016/12,UQ
(주)중흥개발,061846,2017/12,UQ
(주)중흥개발,061846,2018/12,UQ
(주)중흥개발,061846,2019/12,UQ
(주)중흥개발,061846,2020/12,UQ
(주)중흥개발,061846,2021/12,UQ
(주)중흥개발,061846,2022/12,UQ
(주)중흥카이트제십구호위탁관리부동산투자회사,103976,2021/12,NA
(주)중흥카이트제십구호위탁관리부동산투자회사,103976,2022/12,UQ
(주)쥬네브,041854,2012/12,UQ
(주)쥬네브,041854,2013/12,UQ
(주)쥬네브,041854,2014/12,UQ
(주)쥬네브,041854,2015/12,UQ
(주)쥬네브,041854,2016/12,UQ
(주)쥬네브,041854,2017/12,DS
(주)쥬라리움,097079,2020/12,NA
(주)쥬라리움,097079,2021/12,DS
(주)쥬라솔라,065036,2012/12,DS
(주)쥬비스,069907,2013/12,NA
(주)쥬비스,069907,2014/12,QS
(주)쥬비스,069907,2015/12,UQ
(주)쥬비스,069907,2016/12,UQ
(주)쥬비스,069907,2017/12,UQ
(주)쥬비스,069907,2018/12,UQ
(주)쥬비스,069907,2019/12,UQ
(주)쥬비스,069907,2020/12,UQ
(주)쥬비스,069907,2021/12,UQ
(주)쥬비스,069907,2022/12,UQ
(주)쥬비스다이어트,088199,2018/12,UQ
(주)쥬비스다이어트,088199,2019/12,UQ
(주)쥬비스다이어트,088199,2020/12,UQ
(주)쥬비스다이어트,088199,2021/12,UQ
(주)쥬비스다이어트,088199,2022/12,UQ
(주)쥬쥬랜드,105383,2021/12,NA
(주)쥬쥬랜드,105383,2022/12,UQ
(주)즐거운쇼핑,089636,2018/12,NA
(주)즐거운쇼핑,089636,2019/12,UQ
(주)즐거운쇼핑,089636,2020/12,UQ
(주)즐거운쇼핑,089636,2021/12,UQ
(주)즐거운쇼핑,089636,2022/12,UQ
(주)지.엠,064635,2012/12,QS
(주)지.엠,064635,2013/12,UQ
(주)지.엠,064635,2014/12,UQ
(주)지.엠,064635,2015/12,UQ
(주)지.엠,064635,2016/12,UQ
(주)지.엠,064635,2017/12,UQ
(주)지.엠,064635,2018/12,UQ
(주)지.엠,064635,2019/12,UQ
(주)지.엠,064635,2020/12,UQ
(주)지.엠,064635,2021/12,UQ
(주)지.엠,064635,2022/12,UQ
(주)지.피.씨,094676,2019/12,NA
(주)지.피.씨,094676,2020/12,QS
(주)지.피.씨,094676,2021/12,UQ
(주)지.피.씨,094676,2022/12,UQ
(주)지건축,087785,2017/12,NA
(주)지건축,087785,2018/12,UQ
(주)지경,076886,2015/12,NA
(주)지경,076886,2016/12,UQ
(주)지경,076886,2017/12,UQ
(주)지경,076886,2018/12,UQ
(주)지경,076886,2019/12,UQ
(주)지경,076886,2020/12,UQ
(주)지고씨앤디,046081,2012/12,UQ
(주)지고씨앤디,046081,2013/12,UQ
(주)지고씨앤디,046081,2014/12,UQ
(주)지고씨앤디,046081,2015/12,UQ
(주)지고씨앤디,046081,2016/12,UQ
(주)지고씨앤디,046081,2017/12,UQ
(주)지고씨앤디,046081,2018/12,UQ
(주)지고씨앤디,046081,2019/12,UQ
(주)지구스페이스,095658,2019/12,NA
(주)지구스페이스,095658,2020/12,UQ
(주)지구스페이스,095658,2021/12,UQ
(주)지구스페이스,095658,2022/12,UQ
(주)지넷시스템,050261,2012/12,UQ
(주)지넷시스템,050261,2013/12,UQ
(주)지넷시스템,050261,2014/12,UQ
(주)지넷시스템,050261,2015/12,UQ
(주)지넷시스템,050261,2016/12,UQ
(주)지넷시스템,050261,2017/12,UQ
(주)지넷시스템,050261,2018/12,UQ
(주)지넷시스템,050261,2019/12,UQ
(주)지넷시스템,050261,2020/12,UQ
(주)지넷시스템,050261,2021/12,UQ
(주)지넷시스템,050261,2022/12,UQ
(주)지노모터스,066649,2012/12,NA
(주)지노모터스,066649,2013/12,UQ
(주)지노모터스,066649,2014/12,UQ
(주)지노모터스,066649,2015/12,NA
(주)지노모터스,066649,2016/12,UQ
(주)지노모터스,066649,2017/12,UQ
(주)지노모터스,066649,2018/12,UQ
(주)지노모터스,066649,2019/12,UQ
(주)지노모터스,066649,2020/12,UQ
(주)지노모터스,066649,2021/12,UQ
(주)지노모터스,066649,2022/12,UQ
(주)지노무역,056728,2012/12,UQ
(주)지노무역,056728,2013/12,UQ
(주)지노무역,056728,2014/12,UQ
(주)지노믹트리,072941,2014/12,NA
(주)지노믹트리,072941,2015/12,UQ
(주)지노시스템,060085,2012/12,UQ
(주)지노첵,066636,2012/12,NA
(주)지노첵,066636,2013/12,UQ
(주)지누스,042675,2012/12,UQ
(주)지누스,042675,2013/12,UQ
(주)지누스,042675,2014/12,UQ
(주)지누스,042675,2015/12,UQ
(주)지누스,042675,2016/12,UQ
(주)지누스,042675,2017/12,UQ
(주)지누스,042675,2018/12,UQ
(주)지누텍코퍼레이션,105001,2022/12,QS
(주)지니킴,093080,2019/12,NA
(주)지니킴,093080,2020/12,QS
(주)지니틱스,065749,2012/12,NA
(주)지니틱스,065749,2013/12,UQ
(주)지니틱스,065749,2014/12,UQ
(주)지니틱스,065749,2015/12,UQ
(주)지니틱스,065749,2016/12,UQ
(주)지니틱스,065749,2017/12,UQ
(주)지니틱스,065749,2018/12,UQ
(주)지더블유,065309,2012/12,AG
(주)지덕이엔지,101976,2021/12,NA
(주)지덕이엔지,101976,2022/12,QS
(주)지디,056256,2012/12,UQ
(주)지디,047174,2012/12,AG
(주)지디,056256,2013/12,UQ
(주)지디,047174,2013/12,AG
(주)지디,056256,2014/12,UQ
(주)지디,056256,2015/12,UQ
(주)지디,056256,2016/12,UQ
(주)지디개발,081094,2016/12,NA
(주)지디개발,081094,2017/12,QS
(주)지디개발,081094,2018/12,UQ
(주)지디개발,081094,2019/12,UQ
(주)지디개발,081094,2020/12,UQ
(주)지디그룹,073349,2014/12,NA
(주)지디그룹,073349,2015/12,QS
(주)지디그룹,073349,2016/12,UQ
(주)지디그룹,073349,2017/12,UQ
(주)지디그룹,073349,2018/12,UQ
(주)지디그룹,073349,2019/12,UQ
(주)지디그룹,073349,2020/12,UQ
(주)지디그룹,073349,2021/12,UQ
(주)지디그룹,073349,2022/12,UQ
(주)지디벨로프홀딩스,080986,2016/12,NA
(주)지디벨로프홀딩스,080986,2017/12,UQ
(주)지디벨로프홀딩스,080986,2018/12,UQ
(주)지디씨,069707,2013/12,NA
(주)지디씨,069707,2014/12,UQ
(주)지디씨,069707,2015/12,UQ
(주)지디씨,069707,2016/12,UQ
(주)지디씨,069707,2017/12,UQ
(주)지디씨,069707,2018/12,UQ
(주)지디씨,069707,2019/12,UQ
(주)지디씨,069707,2020/12,UQ
(주)지디씨,069707,2021/12,UQ
(주)지디씨,069707,2022/12,UQ
(주)지디엘시스템,102947,2021/12,NA
(주)지디엘시스템,102947,2022/12,UQ
(주)지디코프,054204,2012/12,DS
(주)지디코프,054204,2013/12,DS
(주)지디파트너스,083026,2016/12,NA
(주)지디파트너스,083026,2017/12,UQ
(주)지디파트너스,083026,2018/12,UQ
(주)지뜨,098877,2020/12,NA
(주)지뜨,098877,2021/12,UQ
